id,field,gt,pred
10651,verification_timeline,longer_than_5_years,already
10652,verification_timeline,between_2_and_5_years,already
10653,verification_timeline,already,longer_than_5_years
10655,verification_timeline,longer_than_5_years,already
10658,verification_timeline,already,between_2_and_5_years
10661,verification_timeline,already,longer_than_5_years
10663,verification_timeline,already,between_2_and_5_years
10666,verification_timeline,longer_than_5_years,already
10667,verification_timeline,already,within_2_years
10669,verification_timeline,already,between_2_and_5_years
10673,verification_timeline,already,between_2_and_5_years
10683,verification_timeline,longer_than_5_years,already
10684,verification_timeline,already,between_2_and_5_years
10685,verification_timeline,between_2_and_5_years,already
10689,verification_timeline,between_2_and_5_years,already
10690,verification_timeline,already,between_2_and_5_years
10691,verification_timeline,already,between_2_and_5_years
10700,verification_timeline,already,between_2_and_5_years
10701,verification_timeline,between_2_and_5_years,longer_than_5_years
10704,verification_timeline,already,between_2_and_5_years
10706,verification_timeline,already,between_2_and_5_years
10707,verification_timeline,longer_than_5_years,between_2_and_5_years
10711,verification_timeline,already,between_2_and_5_years
10717,verification_timeline,longer_than_5_years,already
10719,verification_timeline,longer_than_5_years,between_2_and_5_years
10726,verification_timeline,already,between_2_and_5_years
10727,verification_timeline,longer_than_5_years,between_2_and_5_years
10729,verification_timeline,between_2_and_5_years,already
10732,verification_timeline,longer_than_5_years,already
10735,verification_timeline,longer_than_5_years,within_2_years
10738,verification_timeline,longer_than_5_years,already
10741,verification_timeline,already,within_2_years
10745,verification_timeline,already,within_2_years
10749,verification_timeline,already,between_2_and_5_years
10750,verification_timeline,already,between_2_and_5_years
10754,verification_timeline,already,between_2_and_5_years
10755,verification_timeline,already,between_2_and_5_years
10756,verification_timeline,already,between_2_and_5_years
10760,verification_timeline,already,longer_than_5_years
10762,verification_timeline,already,between_2_and_5_years
10764,verification_timeline,already,between_2_and_5_years
10766,verification_timeline,already,between_2_and_5_years
10770,verification_timeline,already,between_2_and_5_years
10771,verification_timeline,already,N/A
10776,verification_timeline,already,between_2_and_5_years
10778,verification_timeline,already,between_2_and_5_years
10781,verification_timeline,between_2_and_5_years,within_2_years
10785,verification_timeline,between_2_and_5_years,already
10786,verification_timeline,already,between_2_and_5_years
10787,verification_timeline,between_2_and_5_years,already
10794,verification_timeline,already,between_2_and_5_years
10798,verification_timeline,already,between_2_and_5_years
10800,verification_timeline,longer_than_5_years,within_2_years
10811,verification_timeline,already,between_2_and_5_years
10812,verification_timeline,between_2_and_5_years,already
10815,verification_timeline,longer_than_5_years,within_2_years
10817,verification_timeline,longer_than_5_years,already
10818,verification_timeline,already,between_2_and_5_years
10822,verification_timeline,already,between_2_and_5_years
10824,verification_timeline,longer_than_5_years,between_2_and_5_years
10825,verification_timeline,already,between_2_and_5_years
10828,verification_timeline,already,between_2_and_5_years
10833,verification_timeline,already,between_2_and_5_years
10836,verification_timeline,already,between_2_and_5_years
10838,verification_timeline,already,between_2_and_5_years
10840,verification_timeline,already,between_2_and_5_years
10844,verification_timeline,between_2_and_5_years,already
10845,verification_timeline,longer_than_5_years,between_2_and_5_years
10847,verification_timeline,already,between_2_and_5_years
10853,verification_timeline,already,between_2_and_5_years
10861,verification_timeline,longer_than_5_years,already
10867,verification_timeline,longer_than_5_years,between_2_and_5_years
10869,verification_timeline,longer_than_5_years,within_2_years
10874,verification_timeline,already,between_2_and_5_years
10875,verification_timeline,already,between_2_and_5_years
10883,verification_timeline,already,between_2_and_5_years
10889,verification_timeline,already,between_2_and_5_years
10891,verification_timeline,already,between_2_and_5_years
10894,verification_timeline,already,between_2_and_5_years
10896,verification_timeline,longer_than_5_years,between_2_and_5_years
10904,verification_timeline,already,between_2_and_5_years
10905,verification_timeline,already,between_2_and_5_years
10906,verification_timeline,already,between_2_and_5_years
10907,verification_timeline,between_2_and_5_years,already
10909,verification_timeline,already,longer_than_5_years
10910,verification_timeline,between_2_and_5_years,already
10912,verification_timeline,already,between_2_and_5_years
10915,verification_timeline,longer_than_5_years,between_2_and_5_years
10917,verification_timeline,already,between_2_and_5_years
10920,verification_timeline,already,between_2_and_5_years
10923,verification_timeline,longer_than_5_years,between_2_and_5_years
10924,verification_timeline,already,between_2_and_5_years
10926,verification_timeline,longer_than_5_years,already
10932,verification_timeline,longer_than_5_years,between_2_and_5_years
10933,verification_timeline,between_2_and_5_years,longer_than_5_years
10936,verification_timeline,longer_than_5_years,already
10937,verification_timeline,already,between_2_and_5_years
10938,verification_timeline,longer_than_5_years,already
10940,verification_timeline,already,between_2_and_5_years
10944,verification_timeline,longer_than_5_years,already
10946,verification_timeline,longer_than_5_years,between_2_and_5_years
10947,verification_timeline,already,between_2_and_5_years
10949,verification_timeline,longer_than_5_years,between_2_and_5_years
10950,verification_timeline,between_2_and_5_years,longer_than_5_years
10953,verification_timeline,already,between_2_and_5_years
10954,verification_timeline,longer_than_5_years,between_2_and_5_years
10957,verification_timeline,already,between_2_and_5_years
10958,verification_timeline,longer_than_5_years,between_2_and_5_years
10963,verification_timeline,longer_than_5_years,between_2_and_5_years
10965,verification_timeline,longer_than_5_years,between_2_and_5_years
10966,verification_timeline,longer_than_5_years,already
10968,verification_timeline,between_2_and_5_years,already
10969,verification_timeline,longer_than_5_years,between_2_and_5_years
10974,verification_timeline,longer_than_5_years,already
10987,verification_timeline,between_2_and_5_years,already
10988,verification_timeline,already,between_2_and_5_years
10989,verification_timeline,longer_than_5_years,between_2_and_5_years
10992,verification_timeline,already,between_2_and_5_years
10995,verification_timeline,already,between_2_and_5_years
10998,verification_timeline,between_2_and_5_years,already
